id,treeID,creatorID,statusID,specID,easting,northing,height,DBH,remarks
"1",b00001,(jk),,FIG,477490.9,5632269.48,,0.15,
"2",b00002,(jk),"0",BUR,477577.44,5632278.02,,0.08,
"3",b00003,(jk),,FIG,477490.76,5632269.93,,0.08,tot
"4",b00004,(dg),"0",BUR,477535.15,5631810.85,,0.55,
"5",b00005,(DGLJS),"0",EIT,477926,5632136,38.3,0.51,
"6",b00006,(jk),,FIG,477493.29,5632269.77,,0.1,tot
"7",b00007,(DGLJS),"0",HBU,477660,5632370,18.5,0.23,
"8",b00008,(DGLJS),"0",EIT,477936,5632141,30.3,0.99,
"9",b00009,(GHKLRRS),"0",BUR,477393.6,5631904.1,7.1,0.3,
"10",b00010,(DGLJS),"0",HBU,477660,5632422,31.9,0.37,massive Rindenabschürfung
"11",b00011,(DGLJS),"0",ESG,477697,5632513,11.3,0.16,viele Rindenabschürfungen
"12",b00012,(DGLJS),"0",HBU,477966,5632176,8.9,0.18,
"13",b00013,(dg),"0",EIT,477350.58,5632173.92,,0.41,
"14",b00014,(dg),"0",BUR,477230.35,5631662.31,,0.59,
"15",b00015,(BHW),"0",BUR,477567.65,5632277.61,19,0.21,Plakette neu gesetzt dg 31.8.2018
"16",b00016,(GRLGS),"0",BUR,477487,5631974,5,0,tot
"17",b00017,(GRLGS),"0",BUR,477478.42,5631894.28,9,0.64,tot nur Stamm
"18",b00018,(DGLJS),"9999",EIT,477695,5632380,27.1,0.48,gleiche Koordinaten wie b00582
"19",b00019,(DGLJS),"0",HBU,477955,5632129,8.8,0.35,
"20",b00020,(DGLJS),"0",EIT,478015,5632182,31.1,0.6,Schürfungen am ganzen Baum
"21",b00400,(KSW),"0",BUR,477198.99,5631805.8,18,0.45,
"22",b00401,(KSW),"0",BUR,477203.32,5631808.12,19,0.37,
"23",b00402,(KSW),"0",BUR,477205.18,5631807.84,9,0.16,
"24",b00403,(KSW),"0",BUR,477205.26,5631803.22,22,0.48,
"25",b00404,(KSW),"0",BUR,477200.81,5631797.53,12,0.16,
"26",b00405,(KSW),"0",BUR,477200.77,5631796.08,19,0.37,
"27",b00406,(KSW),"0",BUR,477189.69,5631799.07,24,0.38,
"28",b00407,(KSW),"0",BUR,477192,5631806.22,18,0.4,
"29",b00408,(KSW),"0",BUR,477245.78,5631625.11,29,0.73,
"30",b00409,(KSW),"0",BUR,477240.81,5631629.05,25,0.59,
"31",b00410,(KSW),"0",BUR,477482.53,5631633.66,7.9,0.22,
"32",b00411,(KSW),"0",LAE,477482.53,5631629.27,16.5,0.33,
"33",b00412,(KSW),"0",BUR,477485.84,5631628.4,6.5,0.14,
"34",b00413,(KSW),"0",BUR,477484.98,5631618.3,8,0.14,
"35",b00414,(KSW),"0",BUR,477484.14,5631618.12,8,0.13,
"36",b00415,(KSW),"0",HBU,477481.53,5631618.76,8,0.17,
"37",b00416,(KSW),"0",LAE,477479.59,5631619.5,18,0.36,
"38",b00417,(KSW),"0",BUR,477477.31,5631617.5,7,0.14,
"39",b00418,(KSW),"0",BUR,477475.17,5631623.45,9,0.23,
"40",b00419,(KSW),"0",LAE,477471.89,5631626,14,0.32,
"41",b00420,(BHW),"0",BUR,477661.55,5632265.6,11,0.1,
"42",b00421,(BHW),"0",BUR,477661.74,5632266,10,0.08,
"43",b00422,(BHW),"0",BUR,477661.81,5632267.7,12,0.12,
"44",b00423,(BHW),"0",BUR,477661.3,5632268.28,13,0.15,
"45",b00424,(BHW),"0",BUR,477660.94,5632267.63,13,0.12,
"46",b00425,(BHW),"0",BUR,477660.49,5632267.13,11,0.08,
"47",b00426,(BHW),"0",BUR,477659.45,5632265.25,12,0.11,
"48",b00427,(BHW),"0",BUR,477659.6,5632267.1,11,0.08,
"49",b00428,(BHW),"0",BUR,477659.11,5632268.28,8,0.07,
"50",b00429,(BHW),"0",BUR,477658.28,5632264.2,13,0.14,
"51",b00430,(BHW),"0",BUR,477656.89,5632267.91,10,0.1,
"52",b00431,(BHW),"0",FIG,477655.05,5632267.42,11,0.11,
"53",b00432,(BHW),"0",BUR,477655.11,5632264.35,16,0.25,
"54",b00433,(BHW),"0",BUR,477653.98,5632266.15,10,0.08,
"55",b00434,(BHW),"0",BUR,477653.13,5632266.05,11,0.09,
"56",b00435,(BHW),"0",BUR,477651.99,5632265.91,11,0.09,
"57",b00436,(BHW),"0",BIG,477651.77,5632263,16,0.37,
"58",b00437,(BHW),"0",BUR,477649.54,5632262.58,9,0.08,
"59",b00438,(BHW),"0",BUR,477648.56,5632257.94,14,0.15,
"60",b00439,(BHW),"0",HAS,477654.42,5632257.82,9,0.08,mehrstämmig
"61",b00520,(BHW),"0",BUR,477501.38,5632278.07,11,0.13,
"62",b00521,(BHW),"0",FIG,477494.75,5632274.97,17,0.11,
"63",b00522,(BHW),"0",FIG,477494.03,5632274.26,9,0.11,
"64",b00523,(BHW),"0",FIG,477492.32,5632272.41,11,0.09,
"65",b00524,(BHW),"0",FIG,477492.56,5632274.28,17,0.1,
"66",b00525,(BHW),"0",FIG,477490.63,5632275.64,17,0.1,
"67",b00526,(BHW),"0",BUR,477571.47,5632283.37,,0.09,tot
"68",b00527,(BHW),"0",BUR,477574.44,5632288.1,8,0.09,tot
"69",b00528,(BHW),"0",BUR,477580.68,5632291.07,10,0.09,tot
"70",b00529,(BHW),"0",BUR,477578.03,5632284.54,13,0.09,tot
"71",b00530,(BHW),"0",BUR,477580.21,5632277.33,6,0.08,tot
"72",b00531,(jk),"0",BUR,477415.37,5631972.04,,0.51,Kontrollplot exc-001
"73",b00532,(jk),"0",BUR,477411.09,5631968.86,,0.47,steht in exc-001
"74",b00533,(BHHK),"9999",BUR,477460,5631809,11,0.2,in exc-002
"75",b00534,(BHHK),"9999",BUR,477466,5631818,9,0.13,in exc-002
"76",b00535,(BHHK),"9999",BUR,477469,5631817,28,0.49,in exc-002
"77",b00536,(BHHK),"9999",BUR,477469,5631812,13,0.19,in exc-002
"78",b00537,(BHHK),"9999",BUR,477493,5631906,12.4,0.18,in exc-003
"79",b00538,(BHHK),"9999",BUR,477483,5631902,28.3,0.56,in exc-003
"80",b00539,(BHHK),"9999",BUR,477607,5631929,16,0.18,in exc-004
"81",b00540,(BHHK),"9999",EIT,477610,5631923,26,0.42,in exc-004
"82",b00541,(BHHK),"9999",BUR,477607,5631925,14,0.17,in exc-004
"83",b00542,(BHHK),"9999",BUR,477616,5631924,27,0.52,in exc-004
"84",b00543,(jk),"0",BUR,477704.41,5631924.46,,0.38,
"85",b00544,(jk),"0",BUR,477695.35,5631711.47,,0.15,
"86",b00545,(jk),"0",BUR,477693.8,5631711.29,,0.18,
"87",b00546,(jk),"0",BUR,477688.06,5631710.92,,0.33,
"88",b00547,(jk),"0",BUR,477683.42,5631725.36,,0.3,tot. liegt schief
"89",b00548,(dg),"1",BUR,477781.909,5632209.165,32,0.56,
"90",b00549,(dg),"1",BUR,477777.65,5632211.11,32,0.42,
"91",b00550,(dg),"1",EIT,477777.693,5632214.97,32,0.64,
"92",b00551,(dg),"1",BUR,477780.312,5632215.698,21,0.26,
"93",b00552,(dg),"1",EIT,477775.508,5632223.657,32,0.53,
"94",b00553,(dg),"1",BUR,477781.574,5632230.903,32,0.4,
"95",b00554,(dg),"1",EIT,477773.093,5632239.68,32,0.44,
"96",b00555,(dg),"1",EIT,477770.35,5632241.982,32,0.47,
"97",b00556,(dg),"1",EIT,477775.216,5632248.991,32,0.46,
"98",b00557,(dg),"1",EIT,477782.749,5632247.081,32,0.47,
"99",b00558,(dg),"1",EIT,477781.596,5632255.54,32,0.4,
"100",b00559,(dg),"1",EIT,477788.684,5632260.595,32,0.44,
"101",b00600,(jg),"9999",BUR,477904.82,5632790.09,,,. zwiesel. .
"102",b00601,(jg),"9999",BUR,477387.8,5631921.6,,,. zwiesel. .
"103",b00602,(jg),"9999",BUR,478964.79,5631384.22,,,. . .
"104",b00603,(jg),"9999",BUR,477934.35,5632807.46,,,. . .
"105",b00604,(jg),"9999",BUR,477241.48,5631665.41,,,. . .
"106",b00605,(jg),"9999",BUR,477799.84,5632698.74,,,. specht mittel. .
"107",b00606,(jg),"9999",BUR,478817.72,5630731.18,,,. specht klein. .
"108",b00607,(jg),"9999",EIT,476817.87,5631376.03,,,. . .
"109",b00608,(jg),"9999",EIT,475382.26,5631285.96,,,. rinde. .
"110",b00610,(jg),"9999",EIT,478163.03,5632737.62,,,tot. rinde. .
"111",b00611,(jg),"9999",BUR,477685.53,5631906.61,,,. . .
"112",b00612,(jg),"9999",BUR,477439.23,5632696.09,,,. zwiesel. .
"113",b00613,(jg),"9999",BUR,477276.82,5631919.63,,,. . .
"114",b00614,(jg),"9999",EIT,476884.42,5631659.76,,,. zwiesel. .
"115",b00615,(jg),"9999",EIT,475747.5,5631318.58,,,. rinde. .
"116",b00616,(KSW),"0",BUR,477241.58,5631635.65,20,0.65,vorhandener HabTree. Plakette von jg
"117",b00617,(jg),"9999",BUR,477320.16,5631649.18,,,. specht mittel. .
"118",b00618,(jg),"9999",BUR,478257.58,5632984.11,,,. astloch mittel. .
"119",b00621,(jg),"9999",EIT,477800.3,5632598.23,,,. specht mittel. .
"120",b00622,(jg),"9999",AHF,478009.47,5632435.65,,,. . .
"121",b00623,(jg),"9999",BUR,477425.56,5632044.29,,,. astloch gross. .
"122",b00624,(dg),"0",BUR,477480,5631719.22,,0.37,Zwiesel
"123",b00625,(jg),"9999",BUR,477506.6,5631501.89,,,. specht mittel. .
"124",b00626,(jg),"9999",EIT,477410.77,5631065.92,,,. specht mittel. .
"125",b00627,(jg),"9999",BUR,477221.33,5631822.95,,,. . .
"126",b00628,(jg),"9999",BUR,477504.42,5630868.05,,,. zwiesel. .
"127",b00629,(jg),"9999",BUR,478890.93,5630879.79,,,. zwiesel. .
"128",b00630,(jg),"0",BUR,477485.69,5631797.12,,0.58,Zwiesel
"129",b00632,(jg),"9999",BUR,477837.77,5632360.14,,,. Specht mittel. .
"130",b00635,(jg),"9999",BUR,477741.01,5631901.74,,,. zwiesel. .
"131",b00638,(jg),"9999",BUR,477769.61,5631734.18,,,. specht gross. .
"132",b00640,(BHW),"0",FIG,477653.58,5632257.67,19,0.34,
"133",b00641,(BHW),"0",BUR,477650.14,5632255.27,9,0.09,
"134",b00642,(BHW),"0",BUR,477650.37,5632253.92,14,0.3,
"135",b00643,(BHW),"0",BUR,477654.17,5632255.75,12,0.09,
"136",b00644,(BHW),"0",BUR,477654.74,5632255.86,16,0.17,
"137",b00645,(BHW),"0",BUR,477655.44,5632255.85,10,0.09,
"138",b00646,(BHW),"0",BUR,477574.22,5632290.73,15,0.18,
"139",b00647,(BHW),"0",BUR,477574.65,5632292.22,16,0.11,
"140",b00648,(BHW),"0",BUR,477574.96,5632291.13,16,0.1,
"141",b00649,(BHW),"0",BUR,477575.64,5632291.82,17,0.13,
"142",b00650,(BHW),"0",BUR,477578.21,5632291.54,17,0.11,
"143",b00651,(BHW),"0",BUR,477576.32,5632287.83,18,0.16,
"144",b00652,(BHW),"0",BUR,477577.58,5632288.54,15,0.1,
"145",b00653,(BHW),"0",BUR,477579.04,5632289.77,12,0.09,
"146",b00654,(BHW),"0",BUR,477580.51,5632289.36,17,0.11,
"147",b00655,(BHW),"0",BUR,477581.18,5632289.81,11,0.08,
"148",b00656,(BHW),"0",BUR,477575.86,5632285.75,23,0.38,
"149",b00657,(BHW),"0",BUR,477582.34,5632288.77,19,0.23,
"150",b00658,(BHW),"0",BUR,477578.69,5632285.14,22,0.28,
"151",b00659,(BHW),"0",BUR,477580.97,5632278.5,18,0.14,
"152",b00660,(BHW),"0",BUR,477578.32,5632278.19,11,0.08,tot
"153",b00661,(BHW),"0",BUR,477576.71,5632278,24,0.28,
"154",b00662,(BHW),"0",BUR,477576.41,5632276.5,19,0.11,
"155",b00663,(BHW),"0",BUR,477574.87,5632275.6,22,0.24,
"156",b00664,(BHW),"0",BUR,477574.39,5632275.59,9,0.09,
"157",b00665,(BHW),"0",BUR,477572.42,5632280.6,17,0.12,
"158",b00666,(BHW),"0",BUR,477571.23,5632279.4,18,0.12,
"159",b00667,(BHW),"0",BUR,477570.53,5632280.15,21,0.16,
"160",b00668,(BHW),"0",BUR,477568.68,5632278.84,19,0.15,
"161",b00669,(BHW),"0",BUR,477568.94,5632280.35,20,0.1,
"162",b00670,(BHW),"0",BUR,477569.22,5632282.37,21,0.2,
"163",b00671,(BHW),"0",BUR,477566.86,5632285.64,,0.19,
"164",b00672,(BHW),"0",BUR,477566.54,5632286.45,20,0.38,
"165",b00673,(dg),"1",BUR,477809.538,5632211.897,32,0.55,
"166",b00674,(dg),"1",BUR,477813.199,5632212.785,25,0.27,
"167",b00675,(dg),"1",EIT,477792.714,5632217.13,32,0.42,
"168",b00676,(dg),"1",BUR,477788.058,5632214.366,28,0.33,
"169",b00677,(dg),"1",EIT,477788.8,5632202.658,32,0.52,
"170",b00678,(dg),"1",BUR,477781.954,5632201.395,32,0.5,
"171",b00679,(dg),"1",EIT,477769.643,5632207.602,,0.6,tot
"172",b00680,(BHW),"0",BUR,477501.61,5632279.89,15,0.11,
"173",b00681,(BHW),"0",BUR,477500.99,5632274.33,10,0.13,
"174",b00682,(BHW),"0",BUR,477498.94,5632274.9,15,0.18,
"175",b00683,(BHW),"0",BUR,477499.27,5632274.16,5,0.11,
"176",b00684,(BHW),"0",BUR,477499.6,5632273.11,15,0.17,
"177",b00685,(BHW),"0",BUR,477500.39,5632272.1,17,0.25,
"178",b00686,(BHW),"0",FIG,477497.82,5632271.73,12,0.09,
"179",b00687,(BHW),"0",FIG,477497.31,5632270.07,16,0.26,
"180",b00688,(BHW),"0",FIG,477496.05,5632272.75,12,0.13,
"181",b00689,(BHW),"0",FIG,477495.35,5632274.02,15,0.25,
"182",b00690,(BHW),"0",FIG,477495.12,5632271.82,17,0.32,
"183",b00691,(BHW),"0",FIG,477494.3,5632269.21,15,0.21,
"184",b00692,(BHW),"0",FIG,477493.07,5632271.02,21,0.28,
"185",b00693,(BHW),"0",FIG,477490.67,5632271.27,15,0.12,
"186",b00694,(BHW),"0",FIG,477491.03,5632273.41,20,0.3,
"187",b00695,(BHW),"0",FIG,477492.31,5632276.82,18,0.22,
"188",b00696,(BHW),"0",FIG,477488.57,5632275.3,18,0.18,
"189",b00697,(BHW),"0",FIG,477490.86,5632276.92,19,0.18,
"190",b00698,(BHW),"0",FIG,477487.19,5632276.64,19,0.2,
"191",b00699,(BHW),"0",FIG,477493.05,5632278.71,18,0.26,
"192",b00700,(BHW),"0",FIG,477490.47,5632278.18,20,0.24,
"193",b00701,(BHW),"0",FIG,477486.65,5632277.49,19,0.21,
"194",b00702,(BHW),"0",ASP,477492.06,5632281.32,18,0.2,
"195",b00703,(BHW),"0",ASP,477491.47,5632281.47,,0.13,abgebrochen auf 1.6 m. Stamm liegt daneben
"196",b00704,(BHW),"0",BUR,477488.47,5632282.21,17,0.18,
"197",b00705,(BHW),"0",FIG,477488.27,5632283.01,18,0.32,
"198",b00706,(BHW),"0",ASP,477491.33,5632282.51,19,0.27,
"199",b00707,(BHHK),"0",BUR,477909.11,5632312.05,16.4,0.3,Zwiesel
"200",b00708,(BHHK),"0",BUR,477910.47,5632315.79,15.6,0.23,
"201",b00709,(BHHK),"0",BUR,477914.65,5632314.58,12.3,0.28,
"202",b00710,(BHHK),"0",BUR,477905.88,5632305.32,7.8,0.19,
"203",b00711,(BHHK),"0",EIT,477906.57,5632307.29,24,0.52,
"204",b00712,(BHHK),"0",BUR,477905.58,5632309,8.6,0.2,
"205",b00713,(BHHK),"0",EIT,477904.02,5632315.89,25.2,0.71,
"206",b00714,(BHHK),"0",EIT,478007.34,5632273,18,0.47,
"207",b00715,(BHHK),"0",BUR,478007.97,5632274.23,12,0.22,
"208",b00716,(BHHK),"0",BUR,478005.04,5632281.48,11,0.25,
"209",b00717,(BHHK),"0",BUR,478013.65,5632279.64,10.5,0.24,
"210",b00718,(BHHK),"0",BUR,478013.18,5632274.36,10.3,0.21,
"211",b00719,(BHHK),"0",BUR,478016.6,5632273,15.5,0.15,
"212",b00723,(BHHK),"0",EIT,478015.34,5632271.88,10,0.48,
"213",b00724,(BHHK),"0",BUR,478007.65,5632269.29,16,0.26,
"214",b00725,(BHHK),"0",BUR,478002.86,5632267.85,7,0.12,
"215",b00726,(BHHK),"0",EIT,478001.4,5632273,16,0.48,
"216",b00727,(BHHK),"0",BUR,478001.65,5632274.3,8.5,0.19,
"217",b00728,(dg),"0",FIG,476507.81,5631966.69,36.5,0.46,
"218",b00729,(dg),"0",DGL,476496.51,5631970.69,36.5,0.48,
"219",b00730,(dg),"0",FIG,476496.81,5631962.44,36.5,0.61,
"220",b00731,(dg),"0",FIG,476493.41,5631966.87,36.5,0.44,
"221",b00732,(dg),"0",DGL,476490.66,5631970.93,36.5,0.49,
"222",b00733,(dg),"0",DGL,476488.78,5631971.53,36.5,0.34,
"223",b00734,(dg),"0",DGL,476488.56,5631966.79,36.5,0.67,
"224",b00735,(dg),"0",DGL,476480.7,5631972.65,36.5,0.69,
"225",b00736,(dg),"0",FIG,476487.76,5631979.28,36.5,0.55,
"226",b00737,(dg),"0",FIG,476487.43,5631981.67,36.5,0.29,
"227",b00738,(dg),"0",DGL,476484.15,5631982.07,36.5,0.74,
"228",b00739,(dg),"0",FIG,476488.17,5631987.06,36.5,0.41,
"229",b00740,(dg),"0",DGL,476484.7,5631988.04,36.5,0.58,
"230",b00741,(dg),"0",DGL,476495.77,5631990.38,36.5,0.86,
"231",b00742,(dg),"0",DGL,476491.03,5631993.77,36.5,0.57,
"232",b00743,(dg),"0",FIG,476494.09,5631997.23,36.5,0.62,2019-03-28 gefällt in März 2019 und abgeräumt nur noch Stumpf
"233",b00744,(dg),"0",FIG,476498.77,5631988.18,36.5,0.39,
"234",b00745,(dg),"0",DGL,476496.08,5631983.57,36.5,0.68,
"235",b00746,(dg),"0",DGL,476501.35,5631982.63,36.5,0.69,
"236",b00747,(dg),"0",BUR,477406.96,5631975,17,0.2,umgefallen mit Wurzelteller bei Fällung von b00920
"237",b00760,(jg),"9999",BUR,476945.34,5631816.56,,,tot. Specht mittel. .
"238",b00761,(jg),"9999",na,476601.71,5631455.01,,,. Specht mittel. .
"239",b00763,(jg),"9999",BUR,476825,5631932,,,. Specht gross. nicht im mobile mapper.
"240",b00764,(jg),"9999",BUR,476935,5631967,,,. zwiesel. nicht im mobile mapper.
"241",b00766,(jg),"9999",EIT,477010,5630096,,,tot. rinde. gegenüber c7.
"242",b00767,(jg),"9999",HBU,476886,5630105,,,tot. rinde. .
"243",b00768,(jg),"9999",EIT,476675,5630355,,,tot. rind3. .
"244",b00769,(jg),"9999",BUR,477477,5630895,,,. zwiesel. .
"245",b00770,(jg),"9999",BUR,476060,5631876,,,. zwiesel und specht. Anhand der Antennensignale prüfen wann welcher Baum besetzt war.
"246",b00771,(jg),"9999",BUR,477182,5631194,,,. zwiesel. 2017.
"247",b00772,(jg),"0",BUR,477644,5631581,,,. Specht mittel. 2017.
"248",b00773,(jg),"9999",BUR,477757,5631734,,,. . 2017.
"249",b00774,(jg),"9999",EIT,477326,5630402,,,tot. Rinde . .
"250",b00775,(jg),"9999",BUR,477414,5630454,,,. Specht mittel. .
"251",b00776,(jg),"9999",BUR,477893,5632739,,,. . Koordinaten fehlen . bei c1
"252",b00778,(jg),"9999",EIT,477027,5630053,,,. Rinde Seitenast. Koordination fehlen. nahe erstem Qb
"253",b00779,(jg),"9999",BUR,477368,5631780,,,. . Koordinaten fehlen . bei eschen
"254",b00780,(jg),"9999",BUR,477520,5631519,,,. zwiesel. .
"255",b00781,(jg),"9999",EIT,477488,5631198,,,tot. rinde. .
"256",b00782,(jg),"9999",BUR,477041,5631831,,,. zwiesel. .
"257",b00783,(jg),"9999",EIT,477034,5629794,,,. rinde. überprüfen .
"258",b00784,(jg),"9999",BUR,477263,5631640,,,. . .
"259",b00786,(jg),"9999",BUR,477374,5631770,,,. . .
"260",b00787,(jg),"9999",BUR,477871.75,5632262.5,,0.27,. Specht und zwiesel. . /2019-03-19 auf plot eingemessen
"261",b00788,(jg),"9999",BUR,477533,5630592,,,. specht. .
"262",b00789,(jg),"9999",BUR,477402,5631225,,,. zwiesel. .
"263",b00790,(jg),"9999",BUR,477722,5632392,,,. . .
"264",b00791,(jg),"9999",BUR,477034,5630024,,,tot. rinde. nahe erster Qb.
"265",b00792,(jg),"9999",BUR,477508,5630506,,,. zwiesel. nahe 9788.
"266",b00793,(jg),"9999",BUR,477549,5630917,,,. Specht mittel. .
"267",b00794,(jg),"9999",EIT,477593,5631638,,,. Gesplitteter Ast. .
"268",b00802,(GHKLRRS),"0",BUR,477352.85,5631882.5,13.4,0.2,
"269",b00803,(jk),"0",BUR,477652.58,5632265.99,,0.08,
"270",b00804,(DGLJS),"0",BUR,477696,5632512,3,0.17,ganzer Stamm abgebrochen. Krone hängt daneben. oben offen. nicht hohl. lebt NOCH
"271",b00805,(DGLJS),"0",HBU,477674,5632408,20.5,0.68,
"272",b00806,(DGLJS),"9999",BUR,477676,5632399,8.3,0.71,Baum oben offen. nicht hohl. über und unter 4m Risse. Koordinaten von Hand gesetzt
"273",b00807,(dg),"0",BUR,477602.84,5631701.33,,0.46,tot
"274",b00808,(DGLJS),"0",BUR,477948,5632162,28,0.39,
"275",b00809,(DGLJS),"0",EIT,477667,5632454,29.8,0.51,mehrere Rindenabschürfungen. Höhle auf ca 4m
"276",b00810,(DGLJS),"0",EIT,477917.126,5632087.328,25.6,0.98,
"277",b00811,(dg),"0",BUR,477444.46,5631979.1,,0.54,wurde Februar 2019 geringelt
"278",b00812,(dg),"0",BUR,477419.54,5631965.69,,0.57,wurde Februar 2019 geringelt
"279",b00813,(dg),"0",EIT,477404.81,5632187.98,,0.8,
"280",b00814,(dg),"0",EIT,477380.23,5632123.32,,0.94,
"281",b00815,(jk),"0",BUR,477518.84,5631786.76,,0.51,
"282",b00816,(SBSF),"0",BUR,477564.63,5631787.89,56.2,0.48,
"283",b00817,(DGLJS),"0",BUR,477809,5632325,43.9,0.53,
"284",b00818,(DGLJS),"0",BUR,477796,5632316,11.7,0.23,
"285",b00819,(DGLJS),"0",BUR,477816,5632274,8.5,0.14,Risse bzw. Höhlen. auch über 4m tiefe Risse
"286",b00820,(DGLJS),"0",BUR,477807,5632259,13.8,0.37,auch dünne tote Äste
"287",b00821,(DGLJS),"0",BUR,477842.2,5632236.82,9,0.16,oben offen. keine Krone. tot
"288",b00822,(DGLJS),"0",BUR,477851.49,5632237.93,22.4,0.23,Spalt bis Fuß
"289",b00840,(dg),"0",BUR,477609.75,5631929.6,35,0.5,umgefallen mit Wurzelteller im Orkantief Burglind 2018-01-03
"290",b00841,(dg),"0",BUR,477381.95,5632109.97,,0.57,
"291",b00842,(dg),"0",EIT,477416.51,5632097.56,,1.34,
"292",b00844,(dg),"0",BUR,477519.15,5631926.02,,0.25,tot
"293",b00845,(jk),"0",BUR,477500.08,5632276.63,,0.08,
"294",b00846,(jk),,FIG,477490.05,5632271.7,,0.1,tot
"295",b00847,(jk),,BUR,477500.16,5632286.91,,0.09,tot
"296",b00848,(BHW),"0",BUR,477564.34,5632285.17,20,0.29,Plakette neu gesetzt dg 31.8.2018
"297",b00849,(dg),"0",BUR,477345.99,5632260.92,,0.62,
"298",b00850,(dg),"0",EIT,477362.55,5632194.31,,0.54,
"299",b00851,(dg),"0",EIT,477399.28,5632265.05,,1.19,
"300",b00852,(DGLJS),"9999",HBU,477695,5632380,11.5,0.28,auch längere Risse auf unter und über 4m Höhe. allerdings oberflächlich / gleiche Koordinaten wie b000018
"301",b00853,(DGLJS),"1",BUR,477780.525,5632230.584,18.7,0.2,
"302",b00854,(DGLJS),"0",BUR,477808,5632246,8.3,0.16,nur ein Stück oben hohl
"303",b00855,(DGLJS),"0",HBU,477788,5632251,10.4,0.21,
"304",b00856,(DGLJS),"0",BUR,477767,5632277,12.7,0.22,
"305",b00857,(DGLJS),"0",BUR,477796,5632291,5,0.21,sehr morsch
"306",b00858,(DGLJS),"0",BUR,477803,5632237,7.5,0.19,
"307",b00859,(DGLJS),"0",BUR,477742,5632286,17.5,0.21,
"308",b00860,(DGLJS),"1",BUR,477749.425,5632277.659,25.4,0.39,
"309",b00861,(DGLJS),"1",BUR,477744.385,5632282.04,14,0.31,
"310",b00862,(DGLJS),"1",BUR,477743.785,5632274.202,24.3,0.54,
"311",b00863,(DGLJS),"1",HBU,477736.481,5632279.568,27,0.46,auch lange Risse unter 4m Höhe und kleine tiefe Risse über 4m
"312",b00864,(DGLJS),"1",HBU,477737.899,5632261.17,32.8,0.38,
"313",b00865,(DGLJS),"1",HBU,477729.614,5632270.572,26.6,0.36,auch kleine tiefe Risse unter 4m Höhe
"314",b00866,(DGLJS),"1",EIT,477722.574,5632271.074,34.5,0.66,
"315",b00867,(DGLJS),"1",ERS,477714.731,5632275.961,6.4,0.58,morsch. oben offen. aber nicht hohl
"316",b00868,(DGLJS),"0",AHF,477726,5632281,16.5,0.2,
"317",b00869,(DGLJS),"0",EIT,477704.55,5632337.62,6,0.7,viele Baumpilze. jedoch unter 25%. Totholz
"318",b00870,(DGLJS),"0",HBU,477693.83,5632348.66,16.2,0.22,
"319",b00871,(DGLJS),"0",EIT,477692,5632400,21.6,0.17,Koordinaten geschätzt
"320",b00872,(DGLJS),"0",BUR,477677,5632351,8.8,0.17,
"321",b00873,(DGLJS),"0",BUR,477689,5632375,4,0.23,oben offen. keine Krone aber nicht hohl oder tot
"322",b00874,(DGLJS),"0",BUR,477690,5632369,13,0.27,auch oberflächliche Risse unter 1m unter 4m Höhe
"323",b00875,(DGLJS),"0",BUR,477755,5632371,15.8,0.22,sehr tiefer Riss
"324",b00876,(DGLJS),"9999",BUR,477704,5632378,7.2,0.26,Spalt bis unten. sehr tief. auch kurze tiefe Risse auf <4m
"325",b00877,(DGLJS),"9999",BUR,477704,5632378,6,0.2,Baum nicht tot. aber ohne Krone und oben offen
"326",b00878,(DGLJS),"9999",BUR,477704,5632378,3.5,0.1,
"327",b00879,(DGLJS),"0",BUR,477796,5632338,29.3,0.76,tot. viel Rinde ab und lose. stammartiger Ast steckt abgebrochen neben Stamm im Boden. Rindenschürfung auf jeder Höhe
"328",b00880,(DGLJS),"0",BUR,477364.19,5632159.32,24.1,0.54,
"329",b00881,(DGLJS),"0",BUR,477355.23,5632161.62,8.4,0.45,
"330",b00882,(dg),"0",BUR,477510.13,5631715.61,,0.32,
"331",b00884,(KSW),"0",BUR,477710.3,5631727.21,28,0.62,
"332",b00885,(KSW),"0",BUR,477704.17,5631721.52,25,0.54,
"333",b00886,(KSW),"0",BUR,477702.1,5631732.84,5,0.13,
"334",b00887,(KSW),"0",BUR,477705.06,5631732.39,28,0.7,
"335",b00888,(KSW),"0",BUR,477718.95,5631726.74,24,0.6,
"336",b00889,(dg),"0",BUR,477149.79,5631798.5,,0.39,tot
"337",b00890,(dg),"1",EIT,477795.834,5632237.103,32,0.39,
"338",b00891,(dg),"0",BUR,477522.2,5631822.05,,0.62,
"339",b00892,(dg),"1",EIT,477791.566,5632247.076,32,0.37,
"340",b00893,(jk),"0",EIT,477585.71,5631878.35,,0.49,
"341",b00894,(dg),"0",BUR,477191.82,5631643.67,,0.83,
"342",b00895,(dg),"1",EIT,477787.514,5632255.753,32,0.48,
"343",b00896,(dg),"1",BUR,477813.099,5632206.941,17,0.25,
"344",b00897,(KSW),"0",BUR,477607.33,5631531.6,18,0.32,
"345",b00898,(KSW),"0",BUR,477604.58,5631538.19,20,0.48,
"346",b00899,(KSW),"0",BUR,477604.83,5631543.68,11,0.16,
"347",b00900,(KSW),"0",EIT,477603.38,5631545.49,19,0.59,
"348",b00901,(KSW),"0",EIT,477612.49,5631547.07,20,0.45,
