id,treeID,creatorID,statusID,specID,easting,northing,height,DBH,remarks
"862",r00761,(SBSF),"0",HBU,477406.82,5632262.06,27,0.13,
"863",r00762,(SBSF),"0",HBU,477402.3,5632261.84,27,0.09,
"864",r00763,(jk),"0",BUR,477410.78,5631959.43,,0.55,
"865",r00764,(jk),"0",BUR,477831.37,5632168.87,,0.09,
"866",r00765,(SBSF),"0",HBU,477406.01,5632259.88,27,0.08,
"867",r00766,(SBSF),"0",HBU,477404.75,5632259.09,27,0.13,
"868",r00768,(SBSF),"0",BUR,477403.64,5632259.47,27,0.14,
"869",r00769,(SBSF),"0",HBU,477404.17,5632258.27,27,0.08,
"870",r00770,(SBSF),"0",BUR,477403.37,5632254.34,27,0.29,
"871",r00771,(SBSF),"0",EIT,477406.73,5632253.32,27,0.09,daneben außerhalb Esche Fraxinus excelsior
"872",r00772,(SBSF),"0",BUR,477407.85,5632252.03,27,0.22,
"873",r00773,(SBSF),"0",HBU,477409.37,5632253.56,27,0.13,
"874",r00774,(SBSF),"0",BUR,477411.32,5632252.57,27,0.1,
"875",r00775,(SBSF),"0",BUR,477412.59,5632251.91,27,0.1,
"876",r00776,(SBSF),"0",BUR,477413.61,5632255.91,27,0.12,
"877",r00777,(SBSF),"0",HBU,477414.76,5632256.33,27,0.13,Totholz
"878",r00778,(SBSF),"0",HBU,477415.92,5632254.95,27,0.1,
"879",r00779,(SBSF),"0",BUR,477415.83,5632252.46,27,0.24,
"880",r00780,(SBSF),"0",BUR,477491.42,5631735.46,29.6,0.43,Abt. 3 oberhang. dm-006. neu ausgewählt 21.09.2018 jk und dg
"881",r00781,(SBSF),"0",EIT,477481.91,5631734.79,39.4,0.45,Abt. 3 oberhang. dm-006
"882",r00782,(SBSF),"0",BUR,477480.41,5631731.94,43.4,0.47,Abt. 3 oberhang. dm-006. neu ausgewählt 21.09.2018 jk und dg
"883",r00783,(SBSF),"0",BUR,477488.24,5631731.73,41.9,0.38,
"884",r00784,(SBSF),"0",EIT,477483.18,5631726.09,38.9,0.38,
"885",r00785,(SBSF),"0",BUR,477488.96,5631724.53,41.9,0.53,Abt. 3 oberhang. dm-006
"886",r00786,(SBSF),"0",EIT,477492.18,5631730.2,40.4,0.4,
"887",r00787,(SBSF),"0",EIT,477496.01,5631728.6,16.8,0.42,
"888",r00800,(GHKLRRS),"0",BUR,477863.34,5632322.26,16.2,0.2,
"889",r00801,(GHKLRRS),"0",BUR,477871.42,5632323.87,30.8,0.57,
"890",r00802,(GHKLRRS),"0",BUR,477877.04,5632321.6,29.1,0.71,
"891",r00803,(GHKLRRS),"0",BUR,477868.33,5632316.47,15.9,0.19,
"892",r00804,(GHKLRRS),"0",BUR,477874.73,5632326.14,5.2,0.15,
"893",r00805,(GHKLRRS),"0",BUR,477697.09,5631891.41,19.1,0.33,
"894",r00806,(GHKLRRS),"0",BUR,477701.55,5631893.03,19.3,0.48,
"895",r00807,(GHKLRRS),"0",BUR,477704.76,5631893.84,11.8,0.13,
"896",r00808,(GHKLRRS),"0",BUR,477702.03,5631894.27,9.9,0.1,
"897",r00809,(GHKLRRS),"0",BUR,477698.85,5631895.89,18.9,0.25,
"898",r00810,(GHKLRRS),"0",BUR,477695.82,5631893.78,5.2,0.07,
"899",r00811,(GHKLRRS),"0",EIT,477694.67,5631892.81,18.5,0.38,
"900",r00812,(GHKLRRS),"0",BUR,477692.16,5631893.34,12.8,0.12,
"901",r00813,(GHKLRRS),"0",BUR,477691.32,5631894.48,12.8,0.14,
"902",r00814,(GHKLRRS),"0",BUR,477687.89,5631891.62,18.1,0.23,
"903",r00815,(GHKLRRS),"0",BUR,477686.38,5631892.18,10.2,0.1,
"904",r00816,(GHKLRRS),"0",BUR,477688.34,5631889.32,12.9,0.11,
"905",r00817,(GHKLRRS),"0",BUR,477687.1,5631886.69,10.5,0.11,
"906",r00818,(GHKLRRS),"0",BUR,477694.02,5631884.58,24.3,0.47,
"907",r00819,(GHKLRRS),"0",BUR,477696.52,5631880.5,15.3,0.14,
"908",r00820,(GHKLRRS),"0",BUR,477697.2,5631882.99,14.6,0.12,
"909",r00821,(GHKLRRS),"0",BUR,477699.04,5631883.16,17.1,0.17,
"910",r00822,(GHKLRRS),"0",EIT,477702.25,5631888.04,21.4,0.48,
"911",r00823,(GRLGS),"0",BUR,477525.92,5632013.6,25.2,0.54,
"912",r00824,(GRLGS),"0",BUR,477528.49,5632012.23,11.6,0.12,
"913",r00825,(GRLGS),"0",EIT,477529.44,5632009.85,14,0.52,
"914",r00826,(GRLGS),"0",BUR,477531.52,5632012.94,12.9,0.14,
"915",r00827,(GRLGS),"0",BUR,477530.43,5632014.22,31.6,0.42,
"916",r00828,(GRLGS),"0",BUR,477533.44,5632017.57,30.6,0.45,
"917",r00829,(GRLGS),"0",BUR,477527.02,5632020.2,44.6,0.68,
"918",r00830,(GRLGS),"0",BUR,477524.23,5632018.92,41,0.43,
"919",r00831,(GRLGS),"0",BUR,477516.71,5632016.96,37,0.25,
"920",r00832,(GRLGS),"0",BUR,477519.56,5632010.3,42.6,0.54,
"921",r00833,(GRLGS),"0",BUR,477489.44,5631803.61,51.6,0.66,
"922",r00834,(GRLGS),"0",BUR,477490.2,5631810.55,43.6,0.5,
"923",r00835,(GRLGS),"0",BUR,477494.36,5631809.43,47.6,0.46,
"924",r00836,(GRLGS),"0",BUR,477503.01,5631811.14,40.4,0.46,
"925",r00837,(GRLGS),"0",BUR,477494.14,5631815.48,24.6,0.22,
"926",r00838,(GRLGS),"0",BUR,477494.64,5631816.12,47.6,0.51,
"927",r00839,(GRLGS),"0",BUR,477488.13,5631819.13,21.6,0.22,
"928",r00840,(SBSF),"0",BUR,477616.35,5632159.41,27,0.13,
"929",r00842,(SBSF),"0",BUR,477619.1,5632159.76,27,0.07,
"930",r00843,(SBSF),"0",BUR,477617.9,5632160.53,27,0.13,
"931",r00845,(SBSF),"0",BUR,477617.4,5632162.15,27,0.22,
"932",r00846,(SBSF),"0",BUR,477619.15,5632162.66,27,0.16,
"933",r00847,(SBSF),"0",BUR,477618.31,5632162.85,27,0.11,
"934",r00848,(SBSF),"0",BUR,477612.2,5632161.81,27,0.13,
"935",r00849,(SBSF),"0",BUR,477613.41,5632161.86,27,0.09,
"936",r00850,(SBSF),"0",BUR,477615.47,5632162.25,27,0.1,
"937",r00851,(SBSF),"0",BUR,477616.42,5632162.63,27,0.22,
"938",r00852,(jk),"0",EIT,477540.16,5631775.06,,0.37,
"939",r00854,(SBSF),"0",BUR,477619.13,5632162.82,27,0.08,
"940",r00855,(SBSF),"0",BUR,477615.27,5632163.1,27,0.13,
"941",r00856,(SBSF),"0",BUR,477617.28,5632164.79,27,0.13,
"942",r00857,(SBSF),"0",BUR,477618.48,5632165.53,27,0.16,
"943",r00858,(SBSF),"0",BUR,477616.37,5632166.77,27,0.13,
"944",r00859,(SBSF),"0",BUR,477615.38,5632166.81,27,0.09,
"945",r00860,(jk),"0",BUR,477419.54,5631964.96,,0.35,
"946",r00861,(dg),"0",EIT,477799.54,5632205.75,,0.48,auch Saftfluss. DELAWI 00275
"947",r00862,(SBSF),"0",BUR,477612.29,5632165.44,27,0.13,
"948",r00863,(SBSF),"0",BUR,477612.84,5632166.39,27,0.13,
"949",r00864,(SBSF),"0",BUR,477613.94,5632168.3,27,0.16,
"950",r00865,(SBSF),"0",BUR,477615.08,5632169.6,27,0.1,
"951",r00866,(SBSF),"0",BUR,477610.65,5632165.41,27,0.17,
"952",r00867,(SBSF),"0",BUR,477612.37,5632167.4,27,0.13,
"953",r00868,(SBSF),"0",BUR,477610.72,5632170.34,27,0.16,
"954",r00869,(jk),"0",HBU,477901.94,5632156.81,12,0.18,
"955",r00871,(jk),"0",BUR,477537.74,5631775.86,,0.23,
"956",r00872,(jk),"0",BUR,477901.83,5632154.93,9,0.14,
"957",r00873,(SBSF),"0",BUR,477608.33,5632164.81,27,0.19,
"958",r00874,(SBSF),"0",BUR,477607.7,5632165.95,27,0.1,
"959",r00875,(SBSF),"0",BUR,477604.89,5632167.83,27,0.18,
"960",r00876,(SBSF),"0",BUR,477603.21,5632167.64,27,0.16,
"961",r00877,(SBSF),"0",BUR,477411.3,5632260.02,27,0.6,
"962",r00878,(SBSF),"0",HBU,477417.54,5632255.31,27,0.08,
"963",r00879,(SBSF),"0",BUR,477418.65,5632256.37,27,0.15,
"964",r00880,(SBSF),"0",BUR,477419.34,5632255.97,27,0.12,
"965",r00881,(SBSF),"0",BUR,477419.7,5632259.24,27,0.13,
"966",r00882,(SBSF),"0",BUR,477420.39,5632259.12,27,0.11,
"967",r00883,(SBSF),"0",BUR,477420.66,5632259.59,27,0.16,
"968",r00884,(SBSF),"0",HBU,477421.02,5632260.25,27,0.08,
"969",r00886,(SBSF),"0",BUR,477417.83,5632260.77,27,0.1,
"970",r00887,(SBSF),"0",BUR,477418.33,5632260.77,27,0.1,
"971",r00888,(SBSF),"0",HBU,477418.6,5632261.43,27,0.11,
"972",r00889,(dg),"0",BUR,477417.64,5632085.89,,0.76,
"973",r00890,(SBSF),"0",HBU,477418.81,5632262.14,27,0.08,
"974",r00891,(SBSF),"0",HBU,477418.66,5632262.81,27,0.11,
"975",r00892,(SBSF),"0",HBU,477414.64,5632265.56,27,0.1,
"976",r00894,(SBSF),"0",HBU,477411.86,5632264.68,27,0.12,
"977",r00895,(SBSF),"0",HBU,477411.33,5632269.36,27,0.09,
"978",r00896,(SBSF),"0",HBU,477411.03,5632267.07,27,0.11,
"979",r00897,(SBSF),"0",BUR,477410.57,5632266.05,27,0.08,
"980",r00898,(SBSF),"0",HBU,477410.04,5632265.06,27,0.08,
"981",r00899,(SBSF),"0",HBU,477410.01,5632264.33,27,0.11,
"982",r00900,(SBSF),"0",HBU,477408.88,5632266.69,27,0.07,
"983",r00902,(SBSF),"0",HBU,477407.94,5632267.71,27,0.08,
"984",r00903,(SBSF),"0",HBU,477407.74,5632268.17,27,0.1,
"985",r00905,(SBSF),"0",HBU,477407.9,5632267.48,27,0.1,
"986",r00906,(SBSF),"0",BUR,477406.85,5632268.97,27,0.13,
"987",r00907,(SBSF),"0",HBU,477407.87,5632265.63,27,0.09,Totholz
"988",r00908,(SBSF),"0",BUR,477405.57,5632266.62,27,0.11,
"989",r00909,(SBSF),"0",HBU,477404.93,5632267.79,27,0.09,
"990",r00910,(SBSF),"0",HBU,477404.64,5632266.52,27,0.09,
"991",r00912,(SBSF),"0",HBU,477405.22,5632265.82,27,0.07,
"992",r00913,(SBSF),"0",HBU,477403.06,5632265.56,27,0.1,
"993",r00914,(SBSF),"0",HBU,477403.15,5632265.32,27,0.09,
"994",r00915,(dg),"0",BUR,477418.1,5631987.44,,0.08,
"995",r00917,(SBSF),"0",HBU,477405.27,5632263.33,27,0.09,
"996",r00918,(SBSF),"0",BUR,477402.95,5632263.71,27,0.1,
"997",r00919,(SBSF),"0",HBU,477404.33,5632261.95,27,0.08,
"998",r00920,(GHKLRRS),"0",BUR,477802.69,5632220.95,23.5,0.4,Abt.1 mittelhang. dm-002. DELAWI 00268
"999",r00921,(GHKLRRS),"0",EIT,477807.44,5632224.06,20.7,0.35,Abt.1 mittelhang. dm-002. DELAWI 00252
"1000",r00922,(GHKLRRS),"0",BUR,477804.36,5632224.44,12.9,0.14,
"1001",r00923,(GHKLRRS),"0",BUR,477803.49,5632222.26,9.2,0.13,
"1002",r00924,(GHKLRRS),"0",EIT,477802.65,5632227.18,20.6,0.29,
"1003",r00925,(GHKLRRS),"0",HBU,477803.03,5632228.98,11.8,0.12,
"1004",r00926,(GHKLRRS),"0",BUR,477797.67,5632225.41,24.4,0.35,Abt.1 mittelhang. dm-002
"1005",r00927,(GHKLRRS),"0",BUR,477798.69,5632218.48,25.9,0.49,
"1006",r00928,(GHKLRRS),"0",BUR,477799.9,5632216.49,6.6,0.14,
"1007",r00929,(GHKLRRS),"0",BUR,477800.85,5632214.64,17.3,0.2,
"1008",r00930,(GHKLRRS),"0",BUR,477804.26,5632211.8,17.9,0.25,
"1009",r00931,(GHKLRRS),"0",BUR,477803.55,5632217.9,14.7,0.17,
"1010",r00932,(GHKLRRS),"0",BUR,477807.25,5632217.31,20.2,0.3,
"1011",r00933,(GHKLRRS),"0",BUR,477811.56,5632217.66,24.7,0.39,
"1012",r00934,(GHKLRRS),"0",BUR,477819.59,5632293.46,17,0.22,
"1013",r00935,(GHKLRRS),"0",EIT,477819.69,5632290.48,21.7,0.43,
"1014",r00936,(GHKLRRS),"0",HBU,477814.22,5632293.82,9.9,0.19,
"1015",r00937,(GHKLRRS),"0",EIT,477822.65,5632287.38,23.9,0.41,
"1016",r00938,(GHKLRRS),"0",BUR,477824.39,5632285.55,11.8,0.22,
"1017",r00939,(GHKLRRS),"0",BUR,477831.68,5632288,14.8,0.21,
"1018",r00940,(GHKLRRS),"0",BUR,477829.35,5632292.4,22.1,0.41,
"1019",r00941,(GHKLRRS),"0",EIT,477830.09,5632295.91,22.2,0.51,
"1020",r00942,(GHKLRRS),"0",BUR,477833.66,5632294.17,6.8,0.23,
"1021",r00943,(GHKLRRS),"0",BUR,477827.65,5632298.24,10.4,0.16,
"1022",r00944,(GHKLRRS),"0",HBU,477824.87,5632302.34,11.9,0.19,
"1023",r00945,(GHKLRRS),"0",EIT,477820.26,5632302.26,22.5,0.41,
"1024",r00946,(SBSF),"0",BUR,477767.97,5632312.74,25.8,0.35,
"1025",r00947,(SBSF),"0",BUR,477766.16,5632309.6,22.3,0.35,
"1026",r00948,(SBSF),"0",BUR,477758.92,5632316.87,11.3,0.21,
"1027",r00949,(SBSF),"0",BUR,477762.75,5632317.96,25.8,0.29,
"1028",r00950,(SBSF),"0",EIT,477766.85,5632317.48,32.7,0.48,
"1029",r00951,(SBSF),"0",EIT,477770.63,5632309.98,35.4,0.45,
"1030",r00952,(SBSF),"0",BUR,477765.74,5632313.92,24.8,0.19,
"1031",r00953,(SBSF),"0",EIT,477759.53,5632310.66,37,0.51,
"1032",r00954,(SBSF),"0",EIT,477757.85,5632322.15,34.3,0.45,
"1033",r00955,(SBSF),"0",BUR,477602.98,5632166.07,27,0.11,
"1034",r00956,(SBSF),"0",BUR,477605.44,5632166.73,27,0.08,
"1035",r00957,(SBSF),"0",BUR,477606.33,5632164.98,27,0.13,
"1036",r00958,(SBSF),"0",BUR,477607.04,5632164.27,27,0.13,
"1037",r00959,(SBSF),"0",BUR,477606.48,5632163.37,27,0.1,Totholz
"1038",r00962,(SBSF),"0",BUR,477856.64,5632212.73,18.4,0.22,
"1039",r00963,(SBSF),"0",BUR,477855.75,5632218.36,31,0.44,
"1040",r00964,(SBSF),"0",EIT,477858.97,5632212.72,23.4,0.52,
"1041",r00965,(SBSF),"0",BUR,477853.11,5632217.25,15.5,0.16,
"1042",r00966,(SBSF),"0",BUR,477850.22,5632220.9,11.7,0.21,
"1043",r00967,(SBSF),"0",BUR,477862.54,5632216.23,8.5,0.18,
"1044",r00968,(SBSF),"0",BUR,477854.88,5632206.64,40.4,0.35,
"1045",r00969,(SBSF),"0",BUR,477852.96,5632208.18,20.6,0.22,
"1046",r00970,(SBSF),"0",BUR,477852.18,5632211.55,18.7,0.24,
"1047",r00971,(SBSF),"0",BUR,477859.43,5632222,10.2,0.21,
"1048",r00972,(SBSF),"0",BUR,477855.73,5632203.78,34.5,0.3,
"1049",r00973,(SBSF),"0",BUR,477606.29,5632163.23,27,0.18,
"1050",r00974,(SBSF),"0",BUR,477603.54,5632162.5,27,0.18,
"1051",r00975,(SBSF),"0",BUR,477600.54,5632161.37,27,0.15,
"1052",r00976,(SBSF),"0",BUR,477604.03,5632160.33,27,0.21,
"1053",r00977,(SBSF),"0",BUR,477604.11,5632159.25,27,0.11,
"1054",r00978,(SBSF),"0",BUR,477607.32,5632159.53,27,0.1,
"1055",r00979,(SBSF),"0",BUR,477603.03,5632155.15,27,0.2,
"1056",r00980,(SBSF),"0",BUR,477603.41,5632154.61,27,0.09,
"1057",r00981,(SBSF),"0",BUR,477602.93,5632157.95,27,0.15,
"1058",r00982,(SBSF),"0",BUR,477604.64,5632154.34,27,0.18,
"1059",r00983,(SBSF),"0",BUR,477604.52,5632153.33,27,0.18,
"1060",r00984,(SBSF),"0",BUR,477606.83,5632152.82,27,0.11,
"1061",r00985,(SBSF),"0",BUR,477608.57,5632157.61,27,0.29,
"1062",r00986,(SBSF),"0",BUR,477609.38,5632158.22,27,0.08,Totholz
"1063",r00987,(SBSF),"0",AHB,477611.1,5632154.77,27,0.16,
"1064",r00988,(SBSF),"0",AHB,477612.98,5632153.01,27,0.14,
"1065",r00989,(SBSF),"0",BUR,477614.94,5632152.71,27,0.16,
"1066",r00990,(SBSF),"0",BUR,477617.22,5632155.26,27,0.11,Totholz
"1067",r00991,(SBSF),"0",BUR,477616.83,5632155.58,27,0.18,
"1068",r00992,(SBSF),"0",BUR,477615.93,5632157.02,27,0.13,
"1069",r00993,(SBSF),"0",BUR,477614.63,5632157.96,27,0.18,
"1070",r00994,(SBSF),"0",BUR,477612.85,5632159.25,27,0.11,
"1071",r00995,(SBSF),"0",BUR,477613.42,5632158.84,27,0.25,
"1072",r00996,(SBSF),"0",BUR,477618.23,5632157.15,27,0.18,
"1073",r00997,(SBSF),"0",BUR,477613.69,5632159.7,27,0.18,
"1074",r00998,(SBSF),"0",BUR,477615.33,5632158.97,27,0.13,
"1075",r00999,(SBSF),"0",BUR,477613.16,5632160,27,0.09,
"1076",r00767,(jk),"0",BUR,477530.41,5631784.89,,0.45,
"9991",testBaum2,(dg),"9999",,477945,5632250,,,
"9999",testBaum,(dg),"9999",BUR,477965,5632250,,,
